id;pagetitle;longtitle;description;alias;published;parent;introtext;content;template;menuindex;deleted;menutitle;hidemenu;createdon;url;product_brand;product_color;article_photo;metadescription;product_photo;ogImage;noIndex;in_stock;tovarparams;sitemap_exclude;sitemap_changefreq;sitemap_priority;metatitle;ogType;price
88;"Nulla expedita cumque commodi.";;;nulla-expedita-cumque-commodi;1;5;;"In debitis corrupti adipisci id reprehenderit. Nostrum praesentium dicta odit et quam repellendus aperiam. Velit ut ex consequatur consequuntur. Dignissimos sint et similique qui distinctio. Voluptatem est reprehenderit distinctio est doloremque cupiditate voluptatem. Totam id rerum dolorem architecto rerum culpa et. Ullam numquam sed qui dolor est dolor et. Et nostrum nisi reprehenderit occaecati dolor. Officiis vero atque maxime est quis eum omnis voluptas. Facere inventore totam soluta unde sunt. Aliquid sed libero temporibus quia dolorem doloribus necessitatibus. Eum non beatae nisi. Quis dolor error et explicabo in debitis consequatur nesciunt. Perferendis accusamus illum dicta facere corporis non. Enim ad ad autem aliquid labore ullam. Eum labore animi minus qui earum. Ut laudantium rerum voluptas. In ut accusantium laboriosam aspernatur. Expedita sint aut aut nisi nisi sunt adipisci. Fugiat ut illo rerum aut sapiente voluptatibus. Dolore assumenda sint quo eaque.";3;29;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/nulla-expedita-cumque-commodi;;;;;assets/images/c7623bbd8cdb6a9a90c8cb7cf30a85e3.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1670
89;"Totam laudantium impedit ad soluta fugit.";;;totam-laudantium-impedit-ad-soluta-fugit;1;7;;"Aut est cumque voluptatum ullam sit eum non. Ut dolores sit ab sit. Laudantium nesciunt libero placeat veniam sunt perspiciatis. Odit eos et ut placeat culpa ipsum quis. Fuga expedita quos animi sed distinctio blanditiis est. Occaecati et et consequatur quia. Voluptas eum quas hic id a quam architecto. Aut nam quo sed quia vel odio qui corrupti. Qui architecto autem occaecati quia animi id eius aut. Blanditiis consequatur consequuntur et blanditiis quisquam. Est pariatur perspiciatis ipsa earum similique recusandae tempore dolorem. Velit reprehenderit officia nesciunt aliquam est animi tempora ducimus. Fuga voluptate aliquam dignissimos dolores nostrum cum est. Ut sed quia modi. Esse aperiam consequatur molestiae provident qui quis illo. Nesciunt sit ipsum eius consectetur tenetur consequatur id. Sunt consequuntur quia expedita et autem at.";3;29;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/totam-laudantium-impedit-ad-soluta-fugit;;;;;assets/images/d6c85d2acdadb94873bedca1db53fcba.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2278
90;"Vel corporis sequi consectetur et aut.";;;vel-corporis-sequi-consectetur-et-aut;1;4;;"Iure laboriosam eligendi nostrum veritatis occaecati vero. Autem perspiciatis nulla reprehenderit velit numquam qui quaerat. Distinctio libero voluptatem aut consequatur. Excepturi asperiores qui enim non sint. Sit optio recusandae quia sit nam esse quibusdam quas. Nesciunt expedita officiis sit ea assumenda assumenda occaecati. Ut nihil voluptatum consequatur occaecati. Aut et autem unde impedit nam consequatur. Optio earum consequuntur mollitia occaecati quaerat dolorem. Quia quas sapiente ad accusantium suscipit quis impedit nobis. Culpa voluptatem molestias aut saepe facere. Quo in dolorem nobis rem quaerat. Voluptates ut officiis ut sint soluta quidem dolorum. Veniam maiores consequatur quisquam fuga voluptatem aut. Qui rerum rerum quo totam sed adipisci itaque. Doloribus minus porro quidem ut rerum. Sed voluptas labore dolores non quia nihil. Deserunt culpa qui necessitatibus minus. Unde ducimus non inventore et est cumque ut explicabo.";3;15;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/vel-corporis-sequi-consectetur-et-aut;;;;;assets/images/de08f369a4e2c9482e9c220c1be3fd51.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;3181
91;"Qui occaecati ipsum illo nihil.";;;qui-occaecati-ipsum-illo-nihil;1;6;;"Necessitatibus et omnis qui. Qui doloremque consequatur modi quasi dolorem incidunt. Reiciendis repellat quia architecto aut quidem. Ullam amet rerum aut. Et hic perspiciatis tempora in dolores. Harum eius doloremque nam harum voluptatem quo nobis. Non recusandae molestiae est occaecati reprehenderit. Minima dolorem eum in qui libero. Ut omnis voluptatibus vitae expedita nihil totam debitis. Dolorum et nihil dolore molestias. Dolor et aut voluptates ex. Est quisquam ea corporis consequuntur soluta iure eveniet. Qui non amet qui dolor officiis et. Fugiat voluptatibus sequi doloribus. Ea omnis sint ad tempora ut inventore iste tempora. Architecto qui aspernatur ut id eum corrupti deserunt. Iusto sequi similique quibusdam quis. Et numquam similique sit perspiciatis distinctio omnis. Optio beatae consequatur omnis. Praesentium vitae cupiditate natus laboriosam ipsam quos.";3;13;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/qui-occaecati-ipsum-illo-nihil;;;;;assets/images/649d0ec1efb893a0c77d6a482b09ab41.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1559
92;"In aut quo quibusdam molestiae.";;;in-aut-quo-quibusdam-molestiae;1;6;;"Odit ullam commodi et ratione. Impedit dolorum unde quod odio. Rerum voluptates quo et nemo reiciendis tenetur. Autem ab et perspiciatis enim veniam officiis. Unde asperiores et nisi quos at tempora. Necessitatibus totam vero ex adipisci iste id rerum. Sunt cum ut consequatur libero. Quis qui qui deleniti accusantium. Quibusdam esse incidunt cum voluptas quae perspiciatis sit. Ad eos hic sapiente dolor. Architecto vel occaecati architecto id. Voluptatum eaque assumenda nesciunt et vel autem. Ipsum sit unde modi. Quos a aliquam quam commodi sit aspernatur. Sed officiis ad a qui quidem perferendis. Sunt numquam libero eaque quidem nihil quam. Aliquid aut et omnis voluptas. Dolor libero repudiandae eos. Vel esse molestiae molestiae quis autem nihil. Iure occaecati in dolor et. Rerum dolore ex libero adipisci itaque dignissimos voluptatem. Deleniti nostrum non et architecto voluptatem distinctio corporis. Ut rerum ratione optio mollitia rerum eius. Voluptatem maiores sunt voluptatem aut.";3;43;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/in-aut-quo-quibusdam-molestiae;;;;;assets/images/abdde5e221ec775d7beaea4bed4f52e8.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1432
93;"Deleniti sint repudiandae occaecati eius aliquam.";;;deleniti-sint-repudiandae-occaecati-eius-aliquam;1;8;;"Sint voluptatem nam rerum. Nihil sit et quia magnam ullam. Quisquam corrupti nulla assumenda voluptatum occaecati molestiae. Vitae magnam voluptatibus iusto quo. Sit et eos dolores ut totam veritatis suscipit atque. Minima explicabo dolore sunt suscipit iste assumenda. Ipsum omnis non aut neque. Est autem sit nihil dolorem dolores. Sed quia facilis pariatur. Neque voluptatum in voluptas atque. Aut nihil enim error cupiditate quis. Porro ex aut veniam et. Est ducimus ab beatae quia quidem nemo fugiat. Similique quod mollitia incidunt mollitia non. Aut voluptatum molestiae at dolorem officiis suscipit illo. Aut sapiente aut ex in. Est maxime qui accusamus odit. Laborum veniam nihil voluptas ducimus nam et. Minus ipsa temporibus nam aut. Dignissimos sit aspernatur aut itaque qui dolores iste eveniet. Rerum accusamus minima suscipit.";3;2;0;;1;1728756116;http:/demoshop.localhost/catalog/section-five/deleniti-sint-repudiandae-occaecati-eius-aliquam;;;;;assets/images/4833a0611cdcb4f1af35c011a54a02d8.png;assets/images/ogdefault.png;0;0;;0;weekly;0.9;;website;2836
94;"Aut et voluptatum at.";;;aut-et-voluptatum-at;1;7;;"Eligendi delectus aut voluptate temporibus rem iure. Natus non occaecati officia. Ut aspernatur ipsa quam et id suscipit. Reiciendis in sed voluptatum earum fugiat quos. Provident error in cupiditate autem ad quisquam. Accusantium odio aspernatur voluptas officiis in. Ipsam perferendis in ipsa. Sequi occaecati et ullam. Error expedita eveniet perferendis ipsam voluptatem consequuntur. Totam amet excepturi rerum exercitationem quo dolorem dolorum fuga. Provident voluptas quaerat rem quos unde. Unde et maxime ut accusamus dicta. Labore et et dolor. Reiciendis fuga nulla dolor voluptas ut. Quia velit blanditiis cupiditate est occaecati dolores similique sapiente. Totam hic quae id sint. Sapiente velit pariatur iste nisi expedita exercitationem a. Odit corporis accusantium et eos. Natus quo blanditiis velit animi quos est. Est deleniti et laboriosam sed autem pariatur ut. Est sint enim dolores et aut ullam.";3;5;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/aut-et-voluptatum-at;;;;;assets/images/dfe322eed42d28c33614f4c6929456f8.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1686
95;"Ducimus quis at soluta distinctio.";;;ducimus-quis-at-soluta-distinctio;1;7;;"Ea consequatur consequuntur dolorum rerum ratione sunt mollitia. Dignissimos id non sequi perferendis mollitia ea rerum vero. Perferendis aut et assumenda ea. Labore asperiores maxime qui quae facere. Et qui veritatis fugit non consequatur. Quisquam est reiciendis veritatis sed et pariatur totam. Aut nihil delectus voluptatum adipisci voluptate officia. Sunt blanditiis quod voluptas qui sit. Sequi error aspernatur vel reprehenderit. Nihil cum nemo similique dolorem suscipit qui. Ducimus laborum et ut laboriosam est voluptatem qui vitae. Doloremque assumenda tenetur accusantium. Aut est in ut ab. Aspernatur non molestiae dignissimos aut debitis voluptas. Quia molestias sed officiis natus modi vel aspernatur quod. Dolore ut accusantium labore nesciunt et. Ea temporibus iste minus placeat eius et ea. Voluptatem nesciunt odit doloremque eaque et est.";3;33;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/ducimus-quis-at-soluta-distinctio;;;;;assets/images/176ed9c884016de1404130513d9bfcd4.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1857
96;"Explicabo et beatae voluptas doloremque est ea.";;;explicabo-et-beatae-voluptas-doloremque-est-ea;1;5;;"Ad minus vitae et sequi impedit. Accusantium est dolorem nemo quo assumenda. Perspiciatis quasi beatae rerum aut ad maxime quos molestiae. Doloremque explicabo ipsam illum quidem praesentium molestiae. Cumque assumenda dolor itaque quis iste enim est. Dolores in nam dolor facere sint. Et quis maxime eius minus. Tempora ducimus et vitae vitae distinctio. Mollitia neque sapiente eos autem dicta nobis. Odit et quia occaecati. Est nobis iusto ut aut fugiat. Labore quaerat dolorem magnam nostrum vel iusto. Perspiciatis earum neque vitae corporis porro nobis. Sed beatae dolorem enim perferendis iste tenetur. Rerum quibusdam id quos sint quos est maxime voluptatem. Enim tempora quas fugit qui qui. Minus sed labore delectus facilis rerum aperiam. In neque cupiditate quam nobis laboriosam sint itaque. Iusto est sunt laborum quaerat. Assumenda architecto modi et maiores facilis voluptatem. Veritatis quidem iure sequi ut itaque commodi et cumque.";3;34;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/explicabo-et-beatae-voluptas-doloremque-est-ea;;;;;assets/images/888bac1600b148dc90eab12faacea55b.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2554
97;"Dolores cupiditate error alias qui natus.";;;dolores-cupiditate-error-alias-qui-natus;1;6;;"Eum voluptatem ratione aut debitis. Suscipit exercitationem voluptatem officia laudantium sit aut. Rem sint accusamus quia qui pariatur. Consequatur facere est doloribus. Unde dolor eveniet omnis quos dignissimos iure blanditiis quia. Molestias consequuntur consequuntur reprehenderit nihil quod veniam modi voluptas. Et mollitia ex perspiciatis qui et. Magni nostrum eos est commodi. Voluptate voluptatibus necessitatibus architecto beatae accusamus qui quia. Earum neque voluptas quia adipisci inventore. Quaerat fugit dolor consectetur incidunt. Aspernatur qui id aut velit. Et perspiciatis nihil ab omnis unde. Tempore eaque ratione optio ut aut est impedit. Accusantium corrupti maxime odit ea. Vel eos ipsum praesentium inventore sequi. Et sed temporibus eius velit molestiae recusandae. At ea eos atque optio odit velit sapiente. Eius magni cum aliquam autem amet veniam.";3;8;0;;1;1728756116;http:/demoshop.localhost/catalog/section-two/dolores-cupiditate-error-alias-qui-natus;;;;;assets/images/fb90406134500aadfe4690f09e8a41fb.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1992
98;"Fugiat placeat sed voluptas.";;;fugiat-placeat-sed-voluptas;1;5;;"Eius adipisci blanditiis autem nihil. Expedita quia eaque quo id maxime cumque est voluptatem. Unde magnam beatae velit voluptas eos. Harum eius velit voluptatibus aspernatur expedita. Fugit sint ea facere dolores consequatur blanditiis. Et ipsum ut laborum voluptas. At provident aperiam minus dolorem cumque autem. Dolor consequuntur ut et necessitatibus architecto deserunt sit. Qui in enim dolor ut rerum. Rerum eveniet non sit dolorum doloremque qui. Delectus ut consequatur sed cum. Omnis odit et ut ratione totam deserunt. Soluta natus excepturi quia dolorem sapiente quidem error. Sequi aut commodi excepturi ipsum. Aut et ea eaque nihil eos. Totam ullam molestiae et omnis. Nam voluptatem beatae officiis et. Accusantium dolores quas laboriosam error. Iste voluptas similique maiores eligendi enim est expedita. Et at eius in sunt. Non possimus aut non iure ut perferendis qui. Et sed sequi aperiam quasi id molestiae velit.";3;71;0;;1;1728756116;http:/demoshop.localhost/catalog/section-tree/fugiat-placeat-sed-voluptas;;;;;assets/images/d971fd51684c11652a276a8789631089.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2390
99;"Eum quo a odio ut maiores.";;;eum-quo-a-odio-ut-maiores;1;7;;"Quisquam qui deserunt veritatis odio voluptates et quia. Sunt nihil recusandae assumenda consequatur est sunt inventore. At magni fuga ipsum debitis. Nihil autem soluta qui aut consequatur distinctio voluptatem. Non omnis reprehenderit esse labore saepe voluptatem modi voluptas. Quo et omnis officia voluptas quis. Occaecati adipisci quia ad inventore ratione dolor. Repudiandae sit qui laudantium totam ducimus. Repellendus neque nisi inventore omnis eligendi qui suscipit. Ipsa similique minus voluptas minus. Enim a dolore veniam fugit qui deleniti inventore. Rerum qui sed perferendis aut iure magnam aspernatur. Impedit sint magnam recusandae hic. Nesciunt vero nihil voluptatem velit. Recusandae recusandae rerum animi nobis rerum. Sint odit officia quo est architecto sapiente autem. Id praesentium reprehenderit cumque dolorem inventore recusandae aut nisi. Nostrum placeat reprehenderit sequi dolorem excepturi. Natus excepturi quasi ut quidem corrupti. Illo reprehenderit qui ab quia.";3;21;0;;1;1728756116;http:/demoshop.localhost/catalog/section-four/eum-quo-a-odio-ut-maiores;;;;;assets/images/38d5838493e011268a0b169335cebb75.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;1779
100;"Voluptates amet dolorem aut nam quos.";;;voluptates-amet-dolorem-aut-nam-quos;1;8;;"Consequatur dolorem sit soluta et. Aut qui officiis doloremque ut magnam consequatur. Eum occaecati tenetur eligendi aspernatur. Doloremque possimus reprehenderit maxime in nisi mollitia consequatur. Aut consequatur neque rem est et ipsam aut. Quia illum quasi aspernatur magni in eveniet quam. A dolores nihil qui voluptatibus in qui occaecati. Ratione adipisci consequatur itaque minus amet voluptatem est. Est quas et voluptatibus in quia. Dolores laboriosam temporibus tenetur voluptas perferendis omnis. Aliquam at modi eos rerum. Accusamus est libero neque id et dignissimos. Consequatur voluptates fugiat cum voluptatem facilis possimus. Eveniet et rerum porro ut. Voluptates qui delectus culpa nam laborum. Nisi mollitia sequi eligendi aliquid. Ducimus laboriosam libero fuga vero velit. Omnis temporibus eveniet veritatis autem aliquid dicta. Et quidem quis quas voluptatum explicabo. Et saepe vel libero rerum porro.";3;3;0;;1;1728756116;http:/demoshop.localhost/catalog/section-five/voluptates-amet-dolorem-aut-nam-quos;;;;;assets/images/c34014d0f95fe073f30f7d0323269c18.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;2921
101;"Rerum ipsa ex corporis.";;;rerum-ipsa-ex-corporis;1;4;;"Eveniet et quidem odio libero voluptas. Accusantium qui est eius illum. Sequi natus tempore occaecati temporibus quia excepturi. Est velit aut odit id. Quia aspernatur repellat aut ratione sunt architecto voluptatem. Deserunt facilis sequi praesentium. Delectus cumque suscipit nam voluptatem fuga. Ut et autem qui et qui. Id non quas natus. Est est molestiae repellat earum. Ea modi asperiores rem quia dolorem occaecati. Praesentium voluptas optio nostrum est id dolores. Explicabo est molestiae voluptas libero neque enim dolor. Quae aut facilis tenetur fugit. Aut inventore ut velit enim nostrum distinctio magnam. Nulla libero nobis similique culpa. Praesentium libero qui sapiente eaque. Impedit dolores quo architecto beatae. Aut architecto officiis illo doloremque. Autem dolore et iusto. Excepturi fugit quia illo culpa. Facere natus qui facere officiis. Totam quasi laboriosam non nulla ut repellendus. Ullam accusantium blanditiis inventore ducimus non corporis.";3;8;0;;1;1728756116;http:/demoshop.localhost/catalog/cat-section-one/rerum-ipsa-ex-corporis;;;;;assets/images/b63088b70f1c661366f40165998bb23f.png;assets/images/ogdefault.png;0;1;;0;weekly;0.9;;website;3034
